rate,votes,location,rest_type,dish_liked,cuisines
4.7/5,4677,Cunningham Road,Pub Cafe,Crispy Corn Sangria Chicken Satay Masala Fries Wood Fire Pizza Pesto Pasta Cocktails,North Indian Thai Japanese Continental Cafe
4.0/5,324,Cunningham Road,Lounge,Gulab Jamun Sea Food Bruschettas Paneer Tikka Gajar Halwa Shahi Tukda Biryani,North Indian Mughlai Mediterranean
4.2/5,2022,Shanti Nagar,Casual Dining Pub,Chicken Wings Burgers Beer Cocktails Mocktails Nachos Chips,American Finger Food BBQ Steak
4.0/5,113,Race Course Road,Lounge,Cocktails Beer Spring Roll,Continental
3.8/5,73,Shanti Nagar,Bar,Beer,Continental North Indian Chinese
4.4/5,194,Residency Road,Bar Casual Dining,Cocktails Sangria Butter Chicken Corn Fritters Paneer Steak Chicken Steak Palak Paneer,Asian Burger Chinese Finger Food
4.4/5,1112,Church Street,Casual Dining Bar,Fish Curry Crab Mocktails Luchi Kosha Mangsho Sea Food Daab Chingri,Bengali Seafood
4.3/5,2244,Church Street,Bar Casual Dining,Peri Peri Chicken Burgers Cocktails Beef Steak Draught Beer Chicken Sandwich Peri Fries,Finger Food Continental
4.2/5,1289,Church Street,Pub,Cocktails Bruschettas Beer Tiramisu Brownie Chicken Popcorn Nachos,Continental Italian Burger
3.9/5,681,Church Street,Casual Dining Bar,Beer Pepper Chicken Prawn Curry Appam Fry Prawns Chicken Chettinad Idiyappam,South Indian Chettinad Kerala Seafood
4.0/5,933,Church Street,Casual Dining Bar,Burgers Mocktails Pasta Cocktails Beef Steak Lunch Buffet Chicken Steak,American Continental Steak Salad
3.9/5,746,Church Street,Pub,Beer Butter Garlic Prawns Potato Wedges Nachos Pasta Cocktails Burgers,Finger Food Continental Asian North Indian
4.5/5,8382,Brigade Road,Pub Microbrewery,Kamikaze Long Island Iced Tea Pizza Hefeweizen Craft Beer Cocktails Belgian Brew Beer,American Continental Salad
4.5/5,5265,St. Marks Road,Casual Dining Bar,Burgers Cocktails Legendary Hrc Burger Nachos Sandwiches Bloody Mary Mocktails,American BBQ
4.5/5,1576,Brigade Road,Casual Dining Bar,Cocktails Chicken Curry Beer Watermelon Mojito Bbq Mushroom Kokum Sharbat Brain Fry,South Indian
4.6/5,1217,St. Marks Road,Casual Dining Bar,Sushi Dumplings Khau Suey Noodles Cocktails Virgin Mojito Drunken Beef,Asian Japanese Korean Indonesian Malaysian Singaporean
4.3/5,609,St. Marks Road,Pub Casual Dining,Sangria Chole Cocktails Pizza Nachos Noodles Fish,Continental Chinese North Indian Finger Food
4.3/5,3485,Lavelle Road,Pub Microbrewery,Wheat Beer Pizza Cocktails Virgin Sangria Pork Chops Craft Beer Meatballs,Continental BBQ Finger Food
4.2/5,1427,MG Road,Pub Casual Dining,Salad Beer Nachos Chicken Wings Onion Rings Chilli Paneer Roti,Continental Chinese Finger Food North Indian
4.4/5,2041,Lavelle Road,Casual Dining Bar,Gnocchi Cocktails Pizza Salads Creme Brulee Pasta Sangria,Healthy Food Mediterranean Desserts Italian Pizza Salad Kebab
4.1/5,1330,Lavelle Road,Casual Dining Bar,Penne Pasta Pizza Cocktails Salads Risotto Sea Food Crab Cake,European Italian Seafood Continental
4.3/5,596,Infantry Road,Casual Dining Bar,Cocktails Stir Fried Noodles Cheesecake Jasmine Rice Kung Pao Vegetables Veg Sushi Salad,Asian Japanese Thai Malaysian Vietnamese Korean Chinese
4.4/5,488,St. Marks Road,Bar Casual Dining,Roti Cocktails Chicken Biryani Paratha Dahi Ke Kabab Jalebi Chicken Tikka,Modern Indian
4.3/5,2658,Brigade Road,Bar Casual Dining,Bbq Pizza Pasta Sangria Cocktails Mocktails Virgin Mojito Potato Wedges,Continental North Indian
4.2/5,240,Brigade Road,Pub,Cocktails Beer,American North Indian Chinese
4.4/5,113,Lavelle Road,Casual Dining Bar,Cocktails Pasta Peri Peri Chicken Burger Brownie Jalapeno Poppers Mocktails Basil Pesto,North Indian Chinese Continental Italian
4.3/5,286,St. Marks Road,Bar Casual Dining,Cocktails Peri Peri Wings Brownie Burgers Mezze Platter Pizza Fries,Mediterranean Italian Asian
4.3/5,500,Lavelle Road,Casual Dining Bar,Rice Bowl Lamb Chocolava Rolls Paneer Manchurian Momos Singapore Chicken,Chinese Momos
4.2/5,2272,St. Marks Road,Casual Dining Bar,Mocktails Cocktails Pizza Butter Chicken Burger Paan Ice Cream Sangria Margarita,European North Indian Mediterranean Asian Salad
4.2/5,1428,Ulsoor,Pub,Beer Mocktails Cocktails Margherita Pizza Supreme Pizza Fish Chilli Margarita,Finger Food Salad Chinese Continental
4.2/5,210,MG Road,Pub Casual Dining,Pizza Fish Cocktails Pasta Alfredo Brownie Chocolate Biryani Rumali Roti,Continental Finger Food Pizza North Indian
4.2/5,332,Lavelle Road,Casual Dining Bar,Brownie Mutton Seekh Salads Rasmalai Tandoori Aloo Mutton Soup Custard,North Indian Mughlai
4.2/5,982,Ulsoor,Casual Dining Bar,Sea Food Spicy Crab Soup Cocktails Squid Fry Prawn Curry Lobster Fish Curry,Goan Mangalorean Pizza
4.3/5,394,Brigade Road,Bar Casual Dining,Pancakes Cocktails Biryani Draught Beer Long Island Iced Tea Nachos Mocktails,Finger Food Continental Pizza
4.2/5,4428,Brigade Road,Casual Dining Pub,Burgers Beer Veg Lasagna Peri Peri Chicken Wings Barbecue Wings Sandwiches Beef Steak,American Continental BBQ Steak
4.0/5,188,Shivajinagar,Casual Dining Bar,Biryani Custard Paratha Poha Breakfast Buffet Thali Dal Makhani,North Indian Lucknowi
4.2/5,538,MG Road,Casual Dining Pub,Pizza Nachos Draught Beer Pasta Potli Biryani Mojito Long Island Iced Tea,North Indian Pizza Chinese
4.1/5,552,Brigade Road,Pub Casual Dining,Fried Rice Draught Beer Beef Chilli Chicken Curry Fish Fingers French Fries,Finger Food
4.0/5,164,Richmond Road,Casual Dining Bar,Paneer Tikka Biryani Hara Bhara Kebab Gulab Jamun Mocktails Roti Fish,North Indian
4.3/5,225,MG Road,Bar Casual Dining,Paneer Satay Beer Creme Brulee Crispy Prawns,Asian
4.0/5,949,Brigade Road,Pub,Beer Manchurian Kabab Platter Chips Lager Chilli Chicken Sandwiches,North Indian Chinese
3.9/5,378,Residency Road,Bar,Masala Peanuts Beer Chicken Lollipop Pepper Chicken Chilli Chicken French Fries Egg Bhurji,North Indian Chinese Fast Food
4.1/5,93,Residency Road,Pub,Cocktails Pizza Fries Wings Mango Phirni Fish Grill,Continental Chinese Fast Food
4.2/5,121,Lavelle Road,Casual Dining Bar,Saffron Pilaf Banana Chips Cheesecake Tender Coconut Ice Cream Paratha Begun Pora Mocha Chingri,North Eastern
4.1/5,765,Ulsoor,Casual Dining Bar,Steak Burgers Cocktails Beer Buffalo Wings Pasta Chicken Stroganoff,American Mexican Italian Steak
4.1/5,270,Residency Road,Fine Dining Bar,Tandoori Broccoli Dal Makhani Tamatar Ka Shorba Kadhai Paneer Raan Kulfi Biryani,North Indian
4.2/5,38,Richmond Road,Bar,Cocktails Dal Makhani Paneer Tikka Butter Chicken Garlic Naan Tequila Fish,Finger Food Mediterranean North Indian
4.4/5,424,Residency Road,Fine Dining Bar,Dumplings Momos Chenin Blanc Mapo Tofu Egg Fried Rice Noodles Vegetarian,Chinese
4.1/5,1543,Lavelle Road,Pub,Beer Cocktails Beef Steak Beef Chilli Nachos Pasta Pizza,Continental Steak
4.0/5,1205,Brigade Road,Bar Quick Bites,Cocktails Pizza Murgh Platter Draught Beer Chicken Wings Veg Platter Fries,Continental Chinese
4.1/5,336,MG Road,Casual Dining Bar,Sea Food Appam Fish Kerala Parotta Sangria Paratha Cocktails,Kerala Seafood
4.4/5,183,Lavelle Road,Casual Dining Bar,Squid Rings Udon Noodle Miso Soup Tempura Prawns Sushi Platter Fish Egg Custard,Japanese
3.9/5,190,St. Marks Road,Bar,Wine Beer Chicken Pakora Masala Corn Pakoda Garlic Chicken French Fries,Finger Food
2.7/5,402,MG Road,Pub,Tandoori Chicken Onion Rings Masala Peanuts Draught Beer Panneer Butter Masala Cocktails,North Indian Chinese
3.9/5,234,Langford Town,Bar Casual Dining,Cocktails Pizza French Fries,Italian North Indian Continental
3.5/5,54,Lavelle Road,Casual Dining Bar,Cocktails Pizza,Asian North Indian Continental
3.1/5,123,Lavelle Road,Casual Dining Bar,Breakfast Buffet Salads,North Indian Continental Chinese
3.7/5,294,Residency Road,Pub,Beer Pepper Chicken Cocktails Masala Peanuts French Fries,North Indian Continental
4.0/5,195,MG Road,Lounge Bar,Cocktails Mai Thai Pizza Lemon Basil Chicken,North Indian Mediterranean Chinese
3.6/5,277,St. Marks Road,Casual Dining Bar,Murgh Ghee Roast Veg Thali Chicken Chettinad Chicken Kshatriya Mutton Chops Hyderabadi Biryani Roti,Andhra Chinese North Indian
3.8/5,108,Ulsoor,Bar,Pepper Prawns Fries Chicken Biryani,North Indian Chinese
4.2/5,258,MG Road,Casual Dining Bar,Cocktails Tom Yum Soup Lobster Bisque Lobster Risotto Pulled Pork Lamb Asparagus Risotto,Thai Continental North Indian
3.9/5,96,Brigade Road,Casual Dining Bar,Balti Gosht Cocktails Dal Makhani,Mughlai North Indian Desserts
4.7/5,4677,Cunningham Road,Pub Cafe,Crispy Corn Sangria Chicken Satay Masala Fries Wood Fire Pizza Pesto Pasta Cocktails,North Indian Thai Japanese Continental Cafe
3.8/5,73,Shanti Nagar,Bar,Beer,Continental North Indian Chinese
3.7/5,177,Electronic City,Casual Dining,Fish Salads Dal Makhani Burgers Lunch Buffet,Continental American South Indian Italian North Indian Chinese
4.7/5,524,Electronic City,Casual Dining,Panipuri Chaat Jalebi Paan Kulfi Paan Shot Pasta Soya Chaap,BBQ North Indian Continental Chinese
4.4/5,808,Electronic City,Pub Casual Dining,Beer Lasagne Cocktails Pizza Churros Chicken Pepper Fry Chicken Tikka,Continental Mexican Burger Desserts Italian Pizza North Indian Chinese
4.3/5,1147,Electronic City,Casual Dining,Chicken Grill Paan Kulfi Mocktails Crispy Corn Pasta Fish Grill Noodles,North Indian European Mediterranean BBQ Kebab
4.5/5,860,Electronic City,Casual Dining Cafe,Pasta Ravioli Potato Wedges Jalapeno Cheeseballs Chicken Pizza Lasagne Veggie Pizza,Pizza Cafe Italian
4.2/5,882,Electronic City,Casual Dining,Salads Veg Buffet Dahi Vada Pasta Vegetarian Halwa Noodles,Continental North Indian South Indian Chinese
4.1/5,268,Electronic City,Fine Dining,Sunday Brunch Tea Salads Vegetable Biryani Momos Pasta Wine,North Indian Asian Continental
3.9/5,285,Electronic City,Fine Dining,Fish Burgers Omelette Pasta Salads Dal Makhani Breakfast Buffet,North Indian Continental South Indian
3.8/5,115,Electronic City,Casual Dining,Rasgulla Kulfi Lunch Buffet Pasta Biryani Fish Curry Fish Grill,Chinese Continental North Indian
4.0/5,415,Electronic City,Casual Dining,Salads Chicken Tikka Roti Gulab Jamun Lunch Buffet Pasta Salad,Continental South Indian North Indian Asian
3.9/5,418,Electronic City,Casual Dining,Sea Food Prawn Biryani Neer Dosa Crab Sukha Chicken Biryani Fish Murgh Ghee Roast,Seafood North Indian Chinese Biryani
3.7/5,266,Electronic City,Fine Dining,Cocktails Pasta Fish Dal Makhani Salads Coffee Babaganush,North Indian South Indian Asian Italian Continental
3.2/5,426,Electronic City,Casual Dining,Anjal Masala Fry Pasta Veg Platter Biryani Jeera Rice Murgh Ghee Roast Sea Food,North Indian Chinese Continental Mangalorean
2.5/5,118,Electronic City,Casual Dining,Salads Gulab Jamun Fish Curry Lunch Buffet,North Indian Chinese Continental
3.5/5,43,Electronic City,Casual Dining,Salads Gulab Jamun,North Indian Chinese Thai Continental
3.7/5,74,Electronic City,Casual Dining Bar,Biryani Salads Pasta Cheese Balls,Chinese Continental North Indian Pizza South Indian
4.5/5,860,Electronic City,Casual Dining Cafe,Pasta Ravioli Potato Wedges Jalapeno Cheeseballs Chicken Pizza Lasagne Veggie Pizza,Pizza Cafe Italian
4.1/5,351,Electronic City,Cafe,Peri Peri Fries Nachos Pasta Paratha Peri Peri Chicken Pizza Burgers Noodles,Cafe Sandwich Pizza North Indian Mexican
3.9/5,176,Electronic City,Quick Bites,Burgers Chicken Bbq Burger Mojito French Fries Hot Dog Lamb Burger Paneer Burger,Cafe Burger Beverages
3.2/5,79,Electronic City,Cafe,Sandwiches Rolls Coffee Burgers French Fries,Cafe Beverages
3.8/5,159,Electronic City,Cafe,Coffee Sandwich Peri Peri Fries Peri Peri Sizzler White Sauce Pasta,Cafe Continental Thai Chinese
3.1/5,64,Electronic City,Cafe,Soya Chaap Biryani,Cafe
3.8/5,101,Electronic City,Bakery Quick Bites,Pizza Waffles Pasta Sandwiches Garlic Bread Chicken Grill Cheese Sandwich,Bakery Fast Food Pizza Burger Cafe
3.0/5,119,Electronic City,Cafe,French Fries Veg Burger Pancakes English Breakfast Omelette,Cafe Fast Food Continental
3.7/5,56,Electronic City,Cafe Bakery,Coffee Burgers French Fries,Cafe Bakery Desserts
4.0/5,134,Electronic City,Cafe Dessert Parlor,Sandwiches Burgers Coffee Ginger Tea Red Velvet Chicken Penne White Sauce Pasta,Cafe Desserts
3.9/5,117,Electronic City,Cafe,Nachos Noodles Burgers Tea Fries Pasta Chicken Burger,Cafe Continental Beverages
4.0/5,65,Electronic City,Beverage Shop,Sweet Lassi Corn Sandwich,Beverages Sandwich Fast Food
3.0/5,546,South Bangalore,Delivery,Burgers Salads Lamb Burger Noodles Fish Sandwich Cheese Burger,Healthy Food Chinese Biryani North Indian Continental Salad American Burger
3.7/5,152,Electronic City,Beverage Shop Quick Bites,Burgers,Beverages Fast Food
3.9/5,505,Electronic City,Quick Bites,Paratha Biryani,North Indian South Indian Chinese Street Food
3.4/5,83,Electronic City,Quick Bites,Tandoori Roti Soya Chaap,North Indian Biryani Rolls Beverages
3.8/5,234,Electronic City,Quick Bites,Paratha Chicken Butter Masala Chicken Parantha Palak Paneer Hariyali Chicken Thali,North Indian Chinese Fast Food
3.2/5,234,Electronic City,Takeaway Delivery,Aloo Paratha,Sandwich Salad North Indian Chinese
4.0/5,960,Electronic City,Quick Bites,Butter Chicken Rumali Roti Ghee Rice Chicken Biryani Panneer Butter Masala Sweet Lassi Lemon Chicken,North Indian Chinese
4.2/5,564,Electronic City,Takeaway Delivery,Butter Chicken Dal Makhani Brownie Chocolate Sandwiches Salad Paratha Rajma,North Indian Mughlai Fast Food
3.6/5,216,Electronic City,Casual Dining,Paneer Tikka Butter Chicken Paneer Kofta Butter Naan Panneer Butter Masala Sweet Lassi Masala Kulcha,North Indian Chinese Mughlai
4.1/5,150,Electronic City,Quick Bites,Burgers Chicken Burger Chips Veg Burger,Fast Food Burger
3.1/5,1365,Electronic City,Casual Dining,Shawarma Bbq Chicken Biryani Butter Chicken Paneer Lababdar Chicken Grill Chicken Lazeez,Arabian Seafood North Indian Chinese BBQ Biryani Beverages
3.8/5,560,Electronic City,Quick Bites,Burgers Chocolate Shake Chicken Fries Veg Whopper Chicken Whopper Veg Burger Grilled Chicken Burger,Burger Fast Food Beverages
4.0/5,65,Electronic City,Beverage Shop,Sweet Lassi Corn Sandwich,Beverages Sandwich Fast Food
4.5/5,860,Electronic City,Casual Dining Cafe,Pasta Ravioli Potato Wedges Jalapeno Cheeseballs Chicken Pizza Lasagne Veggie Pizza,Pizza Cafe Italian
4.0/5,231,Electronic City,Delivery,Poha Burgers Maggi Sandwiches Cheese Burger Aloo Sandwich,Fast Food North Indian
3.7/5,945,Electronic City,Quick Bites,Hyderabadi Biryani Chicken Biryani Vegetable Biryani,Biryani Andhra North Indian
4.0/5,2043,Electronic City,Casual Dining,Mutton Biryani Chicken Biryani Mutton Seekh Kebab Gajar Ka Halwa Hyderabadi Biryani Kebab Platter Panneer Butter Masala,Biryani North Indian Kebab
3.6/5,539,Electronic City,Casual Dining,Paneer Biryani,Biryani Mughlai North Indian
4.0/5,117,Electronic City,Quick Bites,Egg Dosa,Chettinad
3.6/5,332,Electronic City,Quick Bites,Paratha Samosa Paneer Parantha Salad Sweet Lassi Dal Makhani Raita,North Indian Chinese
4.0/5,138,Hosur Road,Delivery,Veggie Wrap Chicken Wrap Jumbo Chicken Rolls Chole,North Indian Biryani Fast Food
4.1/5,351,Electronic City,Cafe,Peri Peri Fries Nachos Pasta Paratha Peri Peri Chicken Pizza Burgers Noodles,Cafe Sandwich Pizza North Indian Mexican
3.7/5,570,Electronic City,Quick Bites,Matar Paneer,North Indian Chinese
4.1/5,349,Electronic City,Delivery,Gulab Jamun Chicken Biryani Raita Buttermilk Haleem Gosht Dum Biryani,Biryani
4.0/5,593,Electronic City,Quick Bites,Chicken Biryani Hyderabadi Biryani,Hyderabadi Andhra Chinese Biryani
3.9/5,682,Electronic City,Quick Bites,Burgers Fries Potato Krisper Chicken Bucket Chicken Popcorn Hot Wings Rice Bowl,Burger Fast Food
3.8/5,490,Electronic City,Casual Dining,Biryani,Biryani Chinese Andhra
3.2/5,231,Electronic City,Quick Bites,Fish Thali Chicken Curry Chicken Biryani Aalo Bhaja,North Indian Fast Food Biryani
3.8/5,571,Electronic City,Casual Dining,Thalassery Biryani Chicken Tikka Coffee Tea Tandoori Chicken Ghee Rice Appam,Kerala Biryani South Indian North Indian Chinese Seafood Juices
3.8/5,62,Electronic City,Quick Bites,Vada Filter Coffee,South Indian
3.6/5,88,Electronic City,Quick Bites,Chicken Grill Shawarma Coconut Juice,North Indian Chinese Biryani
3.4/5,52,Electronic City,Food Court,Kaaram Biryani,Andhra Biryani
3.8/5,237,Electronic City,Quick Bites,Chicken Biryani Wings,Hyderabadi Chinese Biryani Arabian
4.0/5,159,Electronic City,Quick Bites,Fish Egg Tadka Kachori Luchi,Bengali Chinese North Indian Seafood
3.7/5,130,Electronic City,Quick Bites,Naan Shawarma Chicken Grill Noodles,Chinese North Indian Arabian Biryani
3.2/5,120,Electronic City,Quick Bites,Pizza,Pizza Fast Food
3.8/5,270,Electronic City,Quick Bites,Pasta Potato Wedges Ice Tea Thin Crust Pizza Supreme Pizza Farm Pizza,Pizza Fast Food
3.5/5,73,Electronic City,Quick Bites,Chole Bhature Veg Thali,North Indian
3.4/5,275,Electronic City,Quick Bites,Noodles,Chinese North Indian Fast Food
3.8/5,478,Electronic City,Quick Bites,Egg Noodles Lamb Chops Hyderabadi Chicken Dum Biryani Gajar Ka Halwa Al Faham Chicken Fried Rice,North Indian Chinese Arabian
2.9/5,78,Electronic City,Quick Bites,Masala Vada Pav,Street Food
4.1/5,209,Electronic City,Beverage Shop Dessert Parlor,Chips Ferrero Rocher Vanilla Ice Cream,Beverages Desserts
4.0/5,371,Electronic City,Delivery,Pasta Burgers Wings Fries,Fast Food Beverages
3.7/5,95,Electronic City,Quick Bites,Chicken Grill Cheese Balls Vegetable Noodles,Chinese Fast Food Italian
3.4/5,173,Electronic City,Casual Dining,Chicken Grill Chicken Shawarama Tandoori Chicken Chicken Biryani,Arabian Kerala Biryani South Indian Chinese BBQ
4.2/5,1134,Electronic City,Casual Dining,Buttermilk Pasta Achari Mushroom Paneer Tikka Nachos Noodles Baked Nacho,North Indian Continental Mediterranean Chinese
4.0/5,262,Electronic City,Quick Bites,Badam Milk Masala Dosa Filter Coffee Pav Bhaji Noodles Idli Chole Bhature,South Indian North Indian Chinese Juices
3.7/5,522,Electronic City,Casual Dining,Hyderabadi Style Biryani Pot Biryani Andhra Style Biryani Buttermilk Guntur Chicken Biryani Chicken Vepudu Vegetable Biryani,Andhra Biryani Chinese North Indian
4.1/5,93,Electronic City,Delivery,Lasagne Garlic Bread Steak,Mexican Italian
3.3/5,211,Electronic City,Casual Dining,Tandoori Chicken Burgers,North Indian Chinese Fast Food Beverages
3.8/5,307,Electronic City,Quick Bites,Rolls Paratha Panneer Butter Masala,Chinese Fast Food North Indian Rolls
4.0/5,407,Electronic City,Quick Bites Sweet Shop,Panipuri Chaat Gol Gappe Thali Rasgulla Dhokla Raj Kachori,North Indian Street Food Mithai
4.3/5,1386,Electronic City,Casual Dining,Chicken Majestic Lasagne Hara Bhara Kabab Lassi Biryani Paneer Tikka Fish,North Indian Chinese Japanese European Seafood
4.0/5,55,Hosur Road,Delivery,Pizza Garlic Bread,Pizza
3.6/5,98,Electronic City,Casual Dining,Vegetable Biryani,North Indian Chinese Arabian Mughlai
3.1/5,273,Electronic City,Quick Bites,Pizza Waffles,Pizza Desserts
3.9/5,81,Electronic City,Delivery,Cheesecake Chocolate Decadence Chocolate Fantasy Pancakes Gulab Jamun Chocolava Cake,Bakery Desserts
4.0/5,162,Electronic City,Quick Bites,Sandwiches Chaat Rasmalai Pizza Ginger Tea Sandwich Paratha,Street Food American Sandwich Fast Food Beverages Burger Desserts Pizza
3.2/5,79,Electronic City,Cafe,Sandwiches Rolls Coffee Burgers French Fries,Cafe Beverages
4.0/5,426,Electronic City,Quick Bites,Samosa Chat Tea Aloo Samosa Chai Ginger Paneer Burger Samosa Chicken Kebab,Street Food Beverages
3.9/5,678,Electronic City,Casual Dining,Mutton Biryani Tandoori Chicken Butter Naan Fish Butter Chicken Chicken Boneless Biryani Vegetable Biryani,Biryani North Indian Chinese Seafood
3.7/5,294,Electronic City,Casual Dining,Kerala Parotta Tandoori Chicken,North Indian Chinese Middle Eastern
3.6/5,399,Electronic City,Casual Dining,Momos Butter Chicken Fish Rolls Laccha Paratha Salad Tandoori Chicken,North Indian Asian Continental Bengali Momos
3.9/5,418,Electronic City,Casual Dining,Sea Food Prawn Biryani Neer Dosa Crab Sukha Chicken Biryani Fish Murgh Ghee Roast,Seafood North Indian Chinese Biryani
